0  0.000000
1  0.000000
2  0.000000
3  0.000000
4  0.000000
5  0.000001
6  0.000001
7  0.000003
8  0.000003
9  0.000005
10  0.000005
11  0.000009
12  0.000013
13  0.000014
14  0.000015
15  0.000019
16  0.000022
17  0.000027
18  0.000037
19  0.000044
20  0.000054
21  0.000067
22  0.000079
23  0.000090
24  0.000107
25  0.000112
26  0.000125
27  0.000137
28  0.000150
29  0.000171
30  0.000173
31  0.000213
32  0.000223
33  0.000221
34  0.000232
35  0.000235
36  0.000226
37  0.000290
38  0.000435
39  0.000353
40  0.000304
41  0.000345
42  0.000454
43  0.000421
44  0.000406
45  0.000414
46  0.000452
47  0.000595
48  0.000843
49  0.000641
50  0.000616
51  0.000699
52  0.000662
53  0.000699
54  0.000610
55  0.000741
56  0.000705
57  0.000840
58  0.000998
59  0.000916
60  0.000884
61  0.000899
62  0.001086
63  0.001020
64  0.001062
65  0.001260
66  0.001155
67  0.001322
68  0.001586
69  0.001491
70  0.001445
71  0.001612
72  0.001558
73  0.001829
74  0.001709
75  0.001799
76  0.001857
77  0.002023
78  0.001985
79  0.002113
80  0.002094
81  0.002323
82  0.002399
83  0.002360
84  0.002527
85  0.002643
86  0.002679
87  0.002922
88  0.002857
89  0.002877
90  0.002934
91  0.003055
92  0.003327
93  0.003272
94  0.003541
95  0.003590
96  0.003756
97  0.004014
98  0.004000
99  0.004000
100  0.004357
